Income,Age,Workclass,Education.num,Race,Sex,Hours.per.week
Low,29,Private,7,Black,Male,40
Low,46,State-gov,13,White,Male,37
High,29,State-gov,13,White,Male,40
Low,22,Private,13,NA,Male,20
Low,58,Self-emp-not-inc,6,White,Male,40
Low,23,Private,9,White,Male,50
Low,39,Private,9,White,Male,40
Low,27,Private,11,White,Male,38
High,54,Private,9,White,Male,40
Low,33,Local-gov,13,White,Female,45
High,46,Federal-gov,9,White,Female,40
Low,37,NA,9,Black,Male,40
Low,36,Private,9,White,Female,18
High,59,NA,9,White,Female,38
Low,34,Local-gov,9,White,Male,40
High,53,Self-emp-inc,16,White,Male,70
High,51,Private,13,White,Male,55
Low,32,Private,6,White,NA,42
Low,31,State-gov,10,NA,Male,40
Low,22,Private,10,White,Female,30
Low,47,Self-emp-not-inc,13,White,Female,50
Low,32,Private,9,White,Male,40
Low,26,Private,10,White,Female,38
Low,37,Private,3,White,Male,32
Low,31,Private,9,White,Male,55
High,37,Private,11,White,Female,24
Low,55,Private,9,White,Male,38
Low,23,Local-gov,11,White,Male,56
Low,36,Private,10,White,Female,40
Low,34,Private,14,White,Male,40
High,43,Private,NA,White,Male,50
Low,NA,Private,10,White,Male,40
Low,43,State-gov,10,White,Male,NA
Low,28,Private,11,White,Female,42
High,40,Private,11,White,Male,50
Low,41,Self-emp-not-inc,10,White,Male,60
High,40,Private,13,NA,NA,55
Low,42,Private,NA,Black,Female,38
Low,61,NA,9,White,Male,50
Low,18,Private,8,White,Male,30
Low,59,?,9,White,NA,16
Low,21,?,9,White,Female,40
High,48,Private,11,White,Male,50
Low,41,Self-emp-inc,13,White,Male,40
Low,18,?,10,White,Male,33
Low,23,Private,9,White,Female,40
High,60,Private,9,White,Male,60
Low,22,Private,10,Black,Male,20
Low,61,Private,9,White,Male,40
Low,25,Private,NA,Black,Male,40
High,NA,Private,14,White,Male,35
High,43,Private,13,White,Male,40
Low,43,Private,12,White,Male,40
Low,24,Private,9,Black,Male,NA
Low,68,Self-emp-not-inc,7,White,Male,20
Low,31,Private,9,White,Female,38
Low,17,Private,7,White,Female,20
High,32,Private,9,White,Male,48
Low,50,?,14,White,Male,40
High,33,Private,13,White,Male,47
High,64,Private,13,White,Male,40
Low,20,Private,9,White,Male,30
Low,30,Private,9,White,Female,36
Low,22,?,10,Black,Male,40
Low,43,Private,10,White,Male,45
Low,22,Private,10,White,Male,40
Low,17,Private,6,White,Male,20
Low,47,Self-emp-not-inc,9,White,Female,NA
Low,41,Private,11,White,Female,60
High,56,Private,10,White,Male,50
Low,64,Private,9,White,Male,45
High,47,Private,9,White,Male,50
Low,48,Private,11,NA,Male,40
Low,NA,Private,14,White,Female,46
Low,29,Private,11,White,Male,40
Low,30,Private,9,White,Female,40
Low,32,Private,9,White,Male,NA
High,57,Private,9,White,Male,42
Low,62,Private,9,White,Female,40
Low,39,Private,9,White,Female,24
Low,43,Private,10,White,Male,25
Low,NA,Self-emp-inc,13,White,Male,40
Low,NA,?,7,White,Male,15
High,53,Private,10,White,Female,40
Low,26,Private,10,White,Male,40
Low,73,Self-emp-not-inc,9,White,Male,40
Low,72,?,7,White,Female,24
Low,55,Private,9,NA,Male,40
Low,25,Private,9,White,Male,40
High,41,Private,NA,White,Female,50
Low,24,Private,13,White,NA,50
Low,63,Private,9,White,Male,6
Low,17,Private,7,White,Male,20
Low,35,Private,10,White,Male,50
High,51,Private,10,NA,Male,40
Low,62,Local-gov,13,White,NA,48
High,55,Private,9,NA,Male,40
Low,43,Private,10,White,Male,40
Low,40,Local-gov,9,White,Female,50
High,37,NA,13,White,Male,45
Low,NA,NA,NA,White,NA,40
Low,31,Private,9,White,Male,NA
High,61,Private,14,White,Female,40
Low,26,NA,11,White,Female,55
Low,46,Self-emp-not-inc,9,White,Male,50
Low,26,Private,13,White,Female,40
High,48,State-gov,16,White,Male,50
Low,34,Private,9,White,Male,40
Low,34,Local-gov,9,White,Female,40
High,59,Private,9,White,Male,40
Low,34,Private,13,White,Female,40
High,49,Private,13,White,Female,56
Low,18,Private,7,White,Female,20
Low,43,Private,9,White,Male,40
Low,48,Private,7,White,Male,50
Low,28,Self-emp-inc,10,White,Male,70
Low,33,Private,9,White,NA,40
Low,24,NA,10,White,Female,15
Low,21,Private,NA,White,Male,40
Low,17,Private,NA,White,Male,28
High,39,Private,NA,White,Male,50
Low,29,Self-emp-not-inc,13,White,Male,40
High,44,Private,13,White,Male,40
Low,24,Private,10,NA,NA,50
High,71,Self-emp-not-inc,14,White,Male,40
High,51,Self-emp-not-inc,13,Asian-Pac-Islander,Male,40
Low,55,Private,3,Black,Male,25
High,41,Private,13,White,Male,60
Low,23,Private,9,Black,Female,7
Low,38,Private,11,NA,Female,40
High,39,Private,9,White,Male,40
Low,19,Private,9,White,Female,30
Low,49,Private,5,White,NA,40
High,32,Private,13,White,Male,40
Low,27,Private,9,White,Male,70
High,38,Private,13,White,Male,50
Low,33,Private,10,NA,Female,60
Low,63,?,10,White,Male,15
Low,23,Private,13,White,Male,NA
Low,33,Self-emp-inc,10,White,Male,60
Low,54,Self-emp-not-inc,NA,Black,Male,40
Low,29,Private,11,White,Female,45
Low,48,?,NA,Black,Female,30
Low,35,Self-emp-not-inc,13,White,Male,40
Low,NA,NA,NA,NA,Female,40
High,37,Private,13,White,Male,NA
High,42,Self-emp-not-inc,15,White,Male,65
Low,40,Private,14,White,Male,40
Low,47,Private,10,White,Male,55
Low,22,Private,13,White,Female,50
High,30,NA,13,White,Male,45
Low,28,Private,9,White,Male,40
Low,63,Local-gov,4,White,NA,55
Low,NA,Self-emp-not-inc,5,White,Male,20
Low,22,Private,9,White,NA,40
Low,27,?,12,Amer-Indian-Eskimo,Male,40
Low,35,Private,9,White,Male,45
Low,46,Private,9,White,Female,38
Low,37,Private,10,White,Male,52
Low,24,Private,13,Black,NA,15
Low,37,NA,9,White,Male,10
Low,53,Private,10,White,Male,40
Low,27,Private,9,White,Male,30
Low,38,Private,10,White,Male,44
Low,53,Self-emp-not-inc,6,White,NA,60
Low,34,Private,10,White,Male,40
Low,23,Private,9,Black,Male,40
High,39,Private,13,White,Male,45
Low,43,Private,14,Asian-Pac-Islander,Female,50
High,67,Self-emp-inc,9,Asian-Pac-Islander,Male,NA
Low,81,Self-emp-not-inc,9,White,Male,30
Low,21,Private,10,White,Male,20
Low,23,Private,10,White,Male,25
Low,25,Private,10,White,Male,40
Low,42,NA,3,White,Female,38
Low,38,Private,10,Black,Female,40
Low,64,?,9,White,Male,5
Low,NA,Private,9,White,Male,40
Low,37,Private,9,White,Male,40
High,NA,Private,14,White,Male,60
Low,22,Private,10,White,Female,42
Low,33,Private,2,White,Female,40
Low,42,Private,9,White,Male,55
Low,19,?,10,White,Female,10
Low,51,Local-gov,1,White,Male,40
Low,23,Private,9,White,Female,40
High,37,Private,7,White,Male,44
High,37,Private,9,White,Male,99
Low,47,Private,14,White,Female,25
High,41,Private,15,White,Male,40
Low,33,Private,9,White,Male,30
High,31,Private,13,White,Male,40
Low,31,Private,12,Amer-Indian-Eskimo,Female,40
Low,35,Private,9,Black,Male,40
High,38,Self-emp-inc,9,NA,Male,40
Low,18,Private,9,White,Female,NA
Low,20,Private,9,White,Male,40
Low,54,Local-gov,10,Black,Female,35
Low,40,Private,10,White,Female,40
High,NA,Self-emp-inc,13,White,Female,45
Low,43,Private,10,White,Male,35
Low,44,Self-emp-not-inc,10,White,NA,40
High,44,State-gov,9,White,Female,40
High,43,Private,14,White,Male,43
Low,51,Private,4,Black,Female,40
Low,18,Private,9,White,Female,20
Low,51,Private,10,White,Male,40
Low,41,Private,6,White,Male,30
High,44,Self-emp-inc,10,White,Male,70
Low,33,Local-gov,6,White,Male,40
High,33,Self-emp-not-inc,13,White,Male,40
High,42,Private,12,White,Male,40
Low,25,Private,10,White,Male,45
Low,32,Private,9,White,Female,38
Low,32,Private,13,White,Male,70
Low,36,Private,6,NA,Female,40
Low,28,Private,9,White,NA,40
Low,20,Private,9,White,Female,20
High,35,Self-emp-inc,10,White,Male,NA
Low,55,Self-emp-not-inc,9,White,Male,20
High,48,Private,13,NA,Male,40
Low,36,?,11,White,Female,20
High,34,Private,9,White,Male,35
Low,NA,Private,13,NA,Female,35
High,67,Private,13,White,Male,40
Low,37,Private,NA,White,Male,40
Low,44,Private,9,White,Male,70
Low,25,Private,10,White,Female,40
Low,21,Private,10,White,Female,40
High,40,State-gov,14,White,Male,35
Low,78,Private,9,Black,Female,40
Low,34,Private,9,White,Male,40
Low,49,Private,9,White,Female,44
Low,22,Private,12,White,Female,40
Low,23,?,9,Black,Female,40
Low,60,Self-emp-not-inc,9,White,Male,42
High,45,NA,9,White,Male,40
Low,63,Private,11,White,Female,20
Low,41,Private,9,Black,Female,35
Low,47,Private,9,White,Female,40
Low,NA,Private,9,White,Male,40
Low,51,Private,10,White,Female,40
Low,46,Private,13,White,Male,40
Low,41,Private,11,White,Male,40
Low,50,Self-emp-not-inc,9,White,Male,30
High,47,NA,9,White,Male,50
Low,35,Private,9,White,Male,45
High,56,Private,9,White,Male,55
Low,45,Private,14,White,Male,45
High,48,Federal-gov,13,White,Male,58
Low,40,Private,10,White,Male,40
High,39,Self-emp-inc,13,White,Male,NA
Low,20,Private,10,White,Male,40
High,50,Private,16,White,Male,65
High,38,State-gov,9,White,Female,40
Low,23,Local-gov,13,White,Female,60
Low,31,Private,9,White,Male,16
Low,58,Private,13,White,NA,40
Low,66,Private,9,Black,Male,40
High,39,Self-emp-inc,9,White,Male,40
High,54,Self-emp-not-inc,9,White,Male,52
Low,26,Private,10,White,Male,50
Low,51,Private,9,White,Female,40
Low,34,Private,11,White,Male,40
High,50,Private,9,White,Male,40
High,42,Private,10,White,Male,44
Low,38,Private,14,White,Male,25
Low,48,NA,4,White,Male,40
High,33,Private,11,White,Female,40
Low,51,Private,9,White,Female,32
Low,22,Private,9,White,Male,40
Low,19,?,9,White,Male,30
Low,41,Private,10,White,NA,50
High,48,Local-gov,14,White,Male,35
Low,42,Private,9,White,Female,30
Low,34,NA,10,White,Male,40
Low,23,Private,9,Black,Female,40
Low,56,Private,9,White,Male,NA
Low,30,Private,13,Black,Male,45
High,45,Private,9,White,NA,55
Low,48,Private,6,White,Female,40
Low,48,Self-emp-inc,14,Asian-Pac-Islander,Male,50
Low,31,Private,11,NA,Female,40
Low,20,State-gov,12,White,Male,20
Low,27,Private,10,White,Male,40
Low,32,Private,9,Black,Female,40
Low,76,?,4,White,Male,2
Low,19,?,9,White,Male,40
Low,66,Self-emp-inc,5,White,Male,1
Low,37,Private,9,White,NA,75
Low,34,Private,9,Black,Female,30
Low,34,?,7,White,Female,8
Low,90,Private,9,White,Female,40
Low,NA,Private,10,Black,Female,40
Low,43,Private,10,White,Female,40
High,44,Private,13,White,Male,60
Low,24,Private,10,White,Female,37
Low,28,Private,15,White,Male,55
Low,64,?,12,White,Female,20
Low,23,Private,NA,White,Male,40
Low,20,Private,10,White,Female,50
High,36,Private,13,NA,Male,NA
Low,61,Private,9,White,Male,40
High,53,Self-emp-not-inc,13,White,Male,40
High,30,Private,13,White,Male,40
High,52,Self-emp-not-inc,10,White,Male,55
Low,38,NA,10,White,Male,40
Low,32,Private,13,White,Male,40
Low,30,Self-emp-not-inc,8,White,Male,75
Low,41,Private,11,White,Female,40
High,49,Local-gov,14,White,Male,40
High,45,Private,9,White,Male,47
Low,43,Self-emp-not-inc,NA,White,Male,35
Low,61,NA,9,White,Male,40
Low,54,Private,9,NA,Male,32
Low,34,Private,12,White,Female,40
High,49,Private,10,White,Male,80
Low,38,Private,10,White,Male,NA
High,35,Private,15,White,Male,80
Low,NA,Private,8,White,Male,40
Low,30,Private,13,White,Male,50
Low,36,Private,12,White,Female,60
Low,22,Local-gov,13,White,Female,20
High,38,Private,9,NA,Male,40
High,37,Private,9,White,Male,50
High,48,State-gov,16,White,Female,46
Low,17,NA,7,White,Male,15
Low,19,Self-emp-not-inc,10,White,Male,20
Low,27,Private,13,Black,Female,40
Low,22,Private,13,Asian-Pac-Islander,Male,50
Low,49,Private,9,White,Male,40
High,NA,State-gov,11,NA,Female,40
Low,43,Private,13,White,Female,40
Low,19,Local-gov,9,White,Female,35
Low,58,Self-emp-not-inc,9,White,Male,60
High,41,Local-gov,10,White,Male,40
Low,31,Private,10,White,Male,40
Low,30,Private,11,White,Male,40
Low,32,Private,9,White,Male,40
Low,29,Private,13,White,NA,35
High,42,Private,10,White,Male,52
Low,38,Private,9,White,Male,28
High,41,Federal-gov,12,White,Male,40
High,44,Self-emp-not-inc,13,White,Male,50
Low,31,Private,16,NA,Male,60
Low,34,Private,9,NA,Male,40
Low,21,Private,10,White,Male,40
Low,22,Self-emp-not-inc,13,Asian-Pac-Islander,Male,20
Low,62,Private,6,White,Male,40
Low,19,?,9,White,Female,40
High,29,Self-emp-inc,9,White,Female,25
Low,43,Private,10,White,NA,40
Low,68,?,4,White,Male,8
High,45,Self-emp-inc,13,White,Male,60
Low,39,NA,5,White,Male,40
Low,41,Private,13,Black,Male,NA
High,34,Self-emp-not-inc,12,White,Female,25
Low,NA,NA,9,White,Female,33
Low,31,Private,13,White,Male,47
Low,29,Private,9,White,Male,25
High,41,Private,13,NA,Male,40
Low,41,Private,11,White,Male,55
High,35,Self-emp-inc,14,White,Male,45
High,NA,Private,13,White,Female,45
Low,37,State-gov,13,White,Male,38
Low,69,Private,9,White,Female,40
Low,34,Private,NA,White,Female,40
High,60,Self-emp-inc,11,White,Male,70
Low,36,Private,10,White,Male,40
Low,41,Private,9,White,Male,50
High,58,Local-gov,13,NA,Female,40
Low,53,Private,13,NA,Male,40
Low,29,Private,10,White,Male,40
Low,45,Federal-gov,9,White,Female,40
Low,34,State-gov,10,White,Male,38
Low,36,Private,13,White,Male,40
Low,NA,Private,NA,Black,Female,35
Low,NA,Private,11,White,Female,40
High,35,Private,9,White,Male,50
Low,63,Federal-gov,9,Black,Male,40
Low,41,Self-emp-not-inc,10,White,Male,45
Low,28,Private,13,White,Male,45
Low,30,Private,10,Black,NA,40
Low,34,?,9,White,Female,40
Low,31,Private,9,White,Female,40
Low,37,Private,11,White,Female,38
Low,42,?,10,White,Male,40
High,31,Private,NA,White,Male,50
High,46,Self-emp-not-inc,14,White,Male,45
High,35,Federal-gov,9,Black,Male,60
Low,27,Private,9,White,Male,53
Low,41,Private,2,White,Male,35
Low,19,Private,10,NA,Female,20
Low,20,Private,10,White,Male,45
Low,59,Federal-gov,9,NA,NA,40
Low,40,Private,13,White,Male,37
Low,56,Self-emp-not-inc,10,White,Male,60
High,33,Private,14,White,Male,44
Low,30,Self-emp-inc,10,White,Female,60
Low,46,Private,9,White,NA,50
High,61,Self-emp-inc,9,White,Male,35
High,50,Self-emp-inc,9,White,Male,40
Low,25,Private,9,White,Male,30
Low,40,Private,10,White,Female,NA
Low,24,?,10,White,Male,40
Low,51,Private,9,White,Male,54
Low,43,State-gov,9,White,Male,40
Low,34,Private,10,White,Male,54
High,46,Private,9,White,Male,45
High,28,State-gov,14,White,Female,50
Low,26,Private,13,Asian-Pac-Islander,Male,40
Low,20,Private,9,White,Male,28
Low,44,Private,11,White,Male,40
Low,51,Private,9,White,Male,40
High,33,Private,13,White,Male,60
High,54,Private,12,White,Male,40
High,50,NA,13,White,Female,40
Low,33,Private,9,Black,Female,40
High,65,Private,13,White,Male,20
Low,22,NA,10,White,Female,8
Low,88,Self-emp-not-inc,15,NA,Male,40
Low,40,Private,9,White,Male,40
Low,51,Private,9,NA,Female,43
Low,50,Private,7,Black,Female,40
High,25,Private,14,White,Male,99
Low,20,Private,11,White,Male,30
Low,47,Private,9,White,Male,40
High,58,?,10,White,Male,40
Low,22,Private,11,White,NA,30
High,50,State-gov,9,White,Male,48
Low,47,Private,9,White,Female,40
Low,24,Local-gov,7,Asian-Pac-Islander,NA,45
High,50,?,9,NA,Male,40
High,40,Private,13,White,Female,45
Low,36,Private,13,White,Male,NA
Low,32,Private,9,White,Male,40
Low,44,Private,9,White,Male,40
Low,51,?,14,White,Male,40
Low,59,Federal-gov,10,Black,NA,40
Low,65,Private,9,White,Male,30
Low,NA,State-gov,NA,White,Female,65
Low,27,Local-gov,13,White,Male,35
Low,51,Private,11,White,NA,40
High,48,Private,10,White,Male,40
Low,39,Private,9,White,Male,60
Low,28,Private,13,White,Male,40
Low,19,Private,NA,White,Female,25
Low,49,Local-gov,13,Black,Female,40
Low,51,Local-gov,12,White,Male,60
Low,59,Private,NA,White,Male,55
Low,18,Private,NA,White,Female,40
Low,50,Private,9,White,Male,40
High,45,Federal-gov,9,Black,Male,80
High,30,NA,13,White,Male,50
Low,37,Private,13,White,Male,35
High,44,Private,13,White,Male,40
Low,33,Private,10,Black,Male,40
High,61,Self-emp-inc,14,White,Male,40
Low,NA,Local-gov,9,White,Male,40
High,NA,Private,13,White,Male,NA
Low,22,?,10,White,Male,30
Low,36,Private,NA,White,Male,45
High,44,Self-emp-inc,10,White,Male,60
Low,37,Private,10,White,Male,62
Low,31,Private,10,White,Female,20
High,54,Private,16,White,Male,45
Low,20,Private,10,White,Male,16
High,NA,?,13,White,Female,40
High,48,Self-emp-not-inc,10,Amer-Indian-Eskimo,Male,40
Low,33,?,9,Asian-Pac-Islander,Female,41
Low,31,Private,13,White,Male,45
High,38,Private,15,White,Male,40
High,45,Self-emp-not-inc,9,White,Male,40
Low,48,Private,9,White,Male,40
Low,53,Private,10,White,NA,40
Low,55,Private,9,White,Female,40
High,38,Private,14,White,Male,72
Low,29,Private,9,White,Female,40
High,36,Private,13,White,Male,60
Low,42,Self-emp-not-inc,10,White,Male,60
Low,50,Private,9,White,Female,40
Low,75,Self-emp-not-inc,15,White,Male,35
High,46,Private,13,White,NA,40
Low,52,Federal-gov,9,White,Female,40
Low,NA,NA,13,White,Female,40
Low,43,Private,9,White,Male,45
Low,31,Private,7,Black,Female,42
Low,23,Private,10,White,Female,30
Low,34,Private,9,White,Female,24
Low,41,Self-emp-not-inc,9,White,Female,40
Low,31,Private,9,White,Female,30
Low,42,Private,10,White,Female,40
High,35,Private,14,White,Male,45
Low,55,NA,9,White,Female,25
Low,36,State-gov,9,White,Female,40
High,65,Self-emp-not-inc,9,White,Male,59
Low,38,Local-gov,10,White,NA,12
Low,62,Private,10,White,Female,NA
High,NA,Self-emp-inc,NA,White,Male,60
Low,49,Private,9,White,Male,40
Low,34,Private,9,White,Female,40
Low,NA,Private,9,White,Female,40
High,51,Self-emp-inc,14,White,Male,50
Low,48,Self-emp-not-inc,10,White,Male,60
Low,30,NA,9,White,Male,40
Low,52,Federal-gov,9,White,Female,43
Low,28,Self-emp-not-inc,10,White,Male,40
Low,29,Private,9,Asian-Pac-Islander,Male,NA
Low,38,Private,13,NA,Female,50
High,57,Private,9,White,Male,50
High,43,Federal-gov,13,White,Male,40
Low,37,State-gov,10,White,Male,40
Low,30,Private,9,White,Male,40
High,53,Private,9,White,Male,48
Low,69,?,11,White,Female,1
Low,73,Private,9,White,Female,37
Low,22,Self-emp-inc,NA,White,Male,35
Low,31,Private,9,White,Female,45
High,38,Private,13,White,Male,40
Low,50,Self-emp-not-inc,NA,White,Male,35
Low,37,Private,10,White,Male,37
Low,44,Local-gov,13,White,Male,40
Low,47,Private,13,Black,NA,45
Low,27,Private,10,White,Male,40
Low,28,NA,12,White,Female,80
Low,25,Private,9,Black,Female,40
Low,20,Private,10,White,NA,40
High,51,Local-gov,13,White,NA,40
High,46,Private,13,White,Male,40
High,67,Private,NA,White,Male,7
Low,47,Private,9,White,Male,35
Low,42,Private,9,White,Male,40
Low,NA,Private,9,White,Male,50
High,42,Federal-gov,12,Asian-Pac-Islander,Female,40
High,65,?,9,White,Male,40
Low,21,Private,10,Black,Male,NA
High,50,Private,9,White,Female,40
Low,46,Private,10,White,Male,40
High,47,Self-emp-not-inc,13,White,Male,50
Low,57,Private,6,White,Male,40
Low,37,Private,13,White,Male,45
Low,NA,Private,9,White,Male,40
Low,NA,?,8,White,Male,40
Low,63,Self-emp-not-inc,2,White,Female,30
Low,39,Private,NA,NA,Male,65
Low,46,NA,14,Black,Male,35
Low,36,Private,9,White,NA,40
Low,26,Private,3,White,Male,50
Low,21,Private,10,White,Male,57
Low,41,Private,12,White,Male,40
Low,44,Local-gov,10,Black,Male,40
Low,NA,Private,9,White,Male,40
Low,29,Federal-gov,10,Black,Male,60
Low,29,Private,9,Black,Female,40
High,58,Self-emp-inc,10,White,Female,40
Low,NA,Self-emp-not-inc,15,White,Male,50
Low,30,Private,11,White,Male,48
High,37,Private,13,White,Male,43
Low,29,Private,11,White,Male,40
Low,26,Private,3,White,Female,40
Low,43,Private,9,White,Male,45
High,49,Private,9,White,Female,40
Low,45,Federal-gov,13,White,Male,40
Low,28,Private,13,White,Female,40
Low,20,?,10,White,Female,25
Low,51,Private,9,White,Female,40
High,NA,Private,10,White,Male,50
Low,24,Private,9,White,Female,40
High,35,Private,16,White,Male,40
Low,35,?,NA,White,Male,NA
High,41,State-gov,13,White,Male,40
High,48,Private,13,White,Male,45
Low,61,Local-gov,9,White,Female,35
Low,20,Private,10,NA,Male,30
High,27,Private,9,White,Male,50
High,55,Private,10,White,Male,24
High,39,Private,9,NA,Male,40
Low,17,?,6,White,Male,20
Low,47,Private,9,White,Male,40
High,52,NA,9,Asian-Pac-Islander,Female,40
Low,24,Private,9,NA,Female,20
Low,29,Private,7,Black,Female,40
Low,25,Private,9,NA,Male,40
Low,20,NA,10,White,Female,NA
Low,23,Private,9,Black,Male,35
Low,57,Private,15,White,Male,60
High,51,Private,11,White,Male,40
Low,33,Private,10,White,Female,NA
Low,39,Private,NA,White,Male,40
High,40,Private,9,White,Male,40
Low,NA,Private,13,White,Female,16
Low,38,State-gov,10,White,Male,40
Low,28,State-gov,15,White,Male,40
Low,NA,Private,14,White,Female,40
Low,47,Private,10,White,Male,40
Low,59,State-gov,9,White,Male,40
Low,26,Private,9,Other,Male,40
Low,35,Private,13,White,Female,40
High,61,Self-emp-inc,13,White,Male,50
Low,17,?,7,White,Female,30
High,36,NA,13,Asian-Pac-Islander,Male,60
Low,62,?,4,White,Male,50
High,34,Private,10,White,Male,50
High,32,Self-emp-inc,13,White,Male,50
Low,42,Private,9,White,Female,40
Low,39,Private,NA,White,Male,40
Low,NA,Private,3,Black,Male,40
High,61,Self-emp-not-inc,9,White,Male,60
