Company_Number,Company_Creation_Date,total_products,total_transactions,total_revenue,total_usage,total_accounts,churned
75891,13DEC2001:12:25:40,1,77,11624.91,29193,1,0
76021,19DEC2001:15:02:07,4,329,917039.45,599225,2,0
76339,21DEC2001:14:45:38,1,16,439.84,0,1,0
76415,24DEC2001:20:19:26,1,10,399.99,3422,1,0
76519,26DEC2001:16:22:38,1,22,7179.12,10738,1,0
76566,26DEC2001:18:50:41,1,8,418.87,1446,1,0
76576,26DEC2001:19:33:43,2,164,43864.56,187672,1,0
77050,28DEC2001:20:47:51,1,2,64.29,98,1,0
77529,02JAN2002:14:11:46,1,3,-273.09,1458,1,1
77873,03JAN2002:21:50:00,1,30,4130.19,6364,1,0
78214,07JAN2002:06:18:20,1,40,19317.79,24829,1,0
78438,11JAN2002:13:51:34,3,244,172468.6,1764249,3,0
78592,16JAN2002:13:21:59,1,3,6.54,0,1,0
78646,18JAN2002:10:57:18,1,13,11319.36,0,1,1
78709,21JAN2002:22:14:39,5,524,662315.68,697199,11,0
78732,22JAN2002:14:59:47,1,34,1613.39,15343,1,0
78891,28JAN2002:12:44:50,4,508,1198023.23,18789814,2,0
78956,30JAN2002:08:03:22,4,125,59740.85,302022,1,0
79115,01FEB2002:15:23:38,3,214,123663.22,205657,2,0
79202,06FEB2002:09:24:09,3,141,59827.76,85218,1,0
79308,07FEB2002:20:28:04,1,6,516,2569,1,0
79438,12FEB2002:17:16:57,1,2,26.21,1272,1,0
79714,20FEB2002:17:37:47,2,40,3152.4,24828,2,0
79791,22FEB2002:10:56:08,1,17,36.21,0,1,0
79937,27FEB2002:06:43:29,1,6,9.14,103,1,0
79950,27FEB2002:11:09:33,1,58,8574.59,11501,1,0
80177,05MAR2002:13:46:15,3,277,715090.64,6385053,1,0
80308,07MAR2002:10:53:22,2,8,541.56,1331,3,0
80353,07MAR2002:18:18:52,3,83,5882.23,39141,5,0
80447,11MAR2002:19:02:15,2,99,35334.14,248987,1,0
80478,12MAR2002:11:28:03,2,7,1200.71,230,1,1
80486,12MAR2002:14:34:40,1,20,1774.27,5469,1,0
80665,15MAR2002:13:40:37,3,98,13725.26,1120510,38,0
80668,15MAR2002:14:12:45,4,316,246984.58,4959914,2,0
80744,18MAR2002:20:48:30,1,67,2895.98,13315,1,0
80946,21MAR2002:13:33:15,4,156,56398.9,205527,1,0
81048,25MAR2002:15:17:03,4,425,1009684.24,3515389,3,0
81183,28MAR2002:09:31:40,1,26,3902.4,116580,2,0
81211,28MAR2002:13:39:52,6,318,386103.64,21871499,1409,0
81233,29MAR2002:07:54:53,3,190,186656,1321471,1,0
81253,29MAR2002:10:58:01,1,32,1630.67,7271,1,0
81310,01APR2002:16:53:03,2,16,7332,23485,2,0
81384,03APR2002:13:46:08,1,7,811.01,1661,1,0
81390,03APR2002:14:57:07,2,47,5324.26,12258,1,0
81395,03APR2002:15:58:47,4,722,2806568.65,70859960,2,0
81426,04APR2002:11:26:58,2,109,84548.93,219061,1,0
81451,04APR2002:16:33:10,1,31,396.63,3104,1,0
81472,05APR2002:09:34:55,4,144,7589.45,103016,2,0
81600,09APR2002:16:11:08,1,42,2405.55,12890,1,0
81768,12APR2002:16:28:33,2,74,9997.68,133711,1,0
81769,12APR2002:16:44:44,1,1,-439.8,0,1,0
81785,12APR2002:19:55:01,2,64,2234.19,39881,1,0
81846,15APR2002:21:41:42,1,34,7180.39,27240,1,0
81869,16APR2002:13:30:22,4,127,16054.23,311202,20,0
81962,18APR2002:12:10:50,1,56,10725.87,141584,1,0
81965,18APR2002:13:02:34,1,1,-39.16,0,1,0
81975,18APR2002:15:01:39,1,1,0,12,1,1
82092,22APR2002:15:07:59,3,168,51316.37,197739,2,0
82125,23APR2002:09:01:07,1,34,7369.06,16008,1,0
82164,23APR2002:16:29:20,3,114,42624.85,166631,1,0
82386,29APR2002:16:06:07,2,84,29989,35445,1,0
82415,30APR2002:12:01:56,4,156,26701.97,1315444,1,0
82464,30APR2002:20:56:06,1,58,19405.77,363996,1,0
82469,01MAY2002:09:31:23,3,249,111956.07,2182744,1,0
82516,01MAY2002:18:14:34,3,160,62098.52,5022190,265,0
82875,13MAY2002:10:16:58,5,410,582023.73,9346585,7,0
82965,15MAY2002:08:36:14,1,61,5017.38,89838,1,0
83057,17MAY2002:11:14:06,2,100,10940.9,172162,1,0
83077,17MAY2002:15:38:02,4,282,209620.55,2498893,7,0
83221,22MAY2002:15:57:20,1,30,408.11,631,1,0
83226,22MAY2002:19:24:03,4,301,202442.88,5921932,1,0
83371,28MAY2002:19:53:02,1,37,2308.69,22877,1,0
83513,03JUN2002:07:21:05,3,93,42000.84,662056,1,0
83571,04JUN2002:10:17:44,4,256,223345.25,3444894,138,0
83648,05JUN2002:15:20:10,1,20,5539.98,8289,1,0
83649,05JUN2002:15:20:58,2,49,43037.64,573484,1,0
83736,07JUN2002:15:27:51,1,2,0,0,1,0
83768,10JUN2002:11:52:14,1,25,2892.9,7118,1,0
84214,24JUN2002:08:51:51,1,30,1761.14,20174,1,0
84261,24JUN2002:17:58:01,2,5,65.22,7,1,0
84334,26JUN2002:12:45:36,1,27,8799.44,19005,1,0
84373,27JUN2002:09:22:20,2,81,16468.71,162501,1,0
84817,10JUL2002:21:57:29,2,19,3392.7,181428,1,1
84824,11JUL2002:09:14:58,3,86,13589.6,90806,11,0
85283,24JUL2002:16:42:41,3,392,122036.71,731908.8,1,0
85383,29JUL2002:15:37:21,3,98,62439.74,95281,1,0
85391,29JUL2002:18:04:32,1,57,10103.83,80051,1,1
85448,31JUL2002:12:55:00,2,119,6418.64,62764,1,0
85456,31JUL2002:14:23:05,4,283,754963.62,14522534,2,1
85473,31JUL2002:16:52:14,1,6,1.33e-15,0,1,0
85548,01AUG2002:16:29:24,1,3,148.02,1559,1,0
85604,05AUG2002:14:21:07,3,104,101213.46,441176,1,0
85689,07AUG2002:15:54:06,1,32,4689.57,11875,1,1
85821,13AUG2002:16:25:06,1,10,1070.76,1916,1,0
85926,15AUG2002:17:05:27,1,6,42981.9,0,2,0
85949,16AUG2002:13:04:42,4,179,53826.97,1423064,5,0
86041,21AUG2002:11:09:14,1,10,226.29,743,1,0
86118,22AUG2002:16:15:50,7,465,746762.07,13051549,145,0
86323,30AUG2002:08:03:50,1,51,1954.71,43014,1,0
86431,04SEP2002:15:06:40,4,743,978370.41,25350782,5,0
86519,06SEP2002:09:50:29,3,95,64148.82,549420,2,0
86528,06SEP2002:13:25:47,1,101,9168.99,13482,1,0
86652,11SEP2002:09:48:43,3,205,59680.99,1041958,30,0
86653,11SEP2002:09:55:29,2,64,1998.58,31049,1,0
86675,11SEP2002:15:11:16,3,222,107333.35,577464,1,0
86686,11SEP2002:19:19:02,1,56,16148.61,101648,1,0
86764,13SEP2002:19:20:53,2,22,7858.8,186585,1,0
86845,17SEP2002:16:28:47,3,190,205180.54,5597376,1,0
86996,20SEP2002:21:14:20,1,93,46008.61,586566,3,0
87012,23SEP2002:13:23:35,2,21,2768.33,4412,1,1
87185,26SEP2002:16:44:31,1,79,6805.58,39082,2,0
87256,01OCT2002:08:33:28,1,2,64.95,119,1,0
87257,01OCT2002:09:03:17,3,105,46109.08,926516,2,0
87288,01OCT2002:16:30:54,1,20,15636.89,268876,1,0
87377,04OCT2002:13:16:23,1,2,4.12,7,1,0
87378,04OCT2002:13:55:56,1,77,3327.57,12309,1,0
87384,04OCT2002:15:57:11,1,124,20123.93,213870,1,0
87466,08OCT2002:14:59:09,5,483,627406.69,11421219,1,0
87514,09OCT2002:14:52:54,2,109,43995.14,2711822,2,0
87548,10OCT2002:12:02:03,2,110,27298.91,43702,1,0
87599,14OCT2002:08:22:05,7,864,2643481.85,157324367,26,0
87713,16OCT2002:19:54:40,1,92,44176.77,36769,1,0
87820,21OCT2002:09:38:13,1,50,16531.82,13427,1,0
87832,21OCT2002:13:29:34,1,1,8.85,538,1,1
87844,21OCT2002:16:10:18,1,122,72773.07,146972,1,0
87868,22OCT2002:10:33:22,3,114,37353.03,650472,1,0
87998,28OCT2002:10:42:34,3,227,298267.7,448973,1,0
88230,05NOV2002:10:27:55,1,94,4824.73,12856,1,0
88326,07NOV2002:16:16:32,3,93,241104.09,68649,1,0
88513,14NOV2002:17:19:39,4,93,96929.96,2305330,1,0
88545,18NOV2002:10:27:39,1,72,17116.68,27907,1,0
88546,18NOV2002:10:44:12,2,154,101535.02,1944757,4,0
88615,20NOV2002:12:05:22,1,4,-315.16,176,1,0
88662,21NOV2002:16:13:12,1,31,2913.11,8199,1,0
88709,22NOV2002:12:28:48,1,27,3773.18,14323,1,0
88786,26NOV2002:09:52:29,1,1,1.5,14,1,0
88837,27NOV2002:11:53:18,6,375,418952.66,12425556,1,0
88961,04DEC2002:14:10:30,2,65,2910.09,61111,7,0
89057,09DEC2002:14:36:27,3,182,98695.19,2075980,3,0
89067,10DEC2002:08:42:12,1,33,666.16,5738,1,0
89101,10DEC2002:19:23:46,2,43,12528.57,50503,1,1
89157,12DEC2002:16:07:15,4,295,315866.05,1207000,1,0
89160,12DEC2002:16:55:22,4,271,73431.13,833885,27,0
89248,17DEC2002:09:35:49,1,50,1516.96,20798,1,0
89263,17DEC2002:12:42:02,4,255,96818.79,5405173,3,0
89390,19DEC2002:16:12:21,1,45,3912.51,13342,1,0
89457,30DEC2002:15:38:08,1,32,2715.95,8611,1,0
89461,30DEC2002:16:24:14,1,2,16.91,141,1,0
89532,03JAN2003:18:55:48,2,8,629.58,2474,1,1
89547,06JAN2003:15:47:58,3,196,195362.56,6540224,1,0
89815,13JAN2003:19:31:59,1,3,12.77,221,1,0
89821,13JAN2003:21:54:18,2,135,42200.25,28614,2,0
90014,17JAN2003:16:00:56,4,425,131689.05,2567865,1,0
90179,22JAN2003:13:46:53,1,87,22258,207596,1,0
90260,24JAN2003:10:36:26,4,282,244044.35,1671540,1,0
90275,24JAN2003:13:41:59,3,103,29175.08,133924,2,0
90284,24JAN2003:17:08:31,6,391,615987.84,12188891,7,0
90323,27JAN2003:14:17:28,1,60,22924.75,23752,1,0
90503,03FEB2003:08:35:03,1,86,24844.45,17330,1,0
90533,03FEB2003:15:41:34,1,19,1029.81,2666,1,0
90581,04FEB2003:18:31:43,2,79,29313.34,73726,1,0
90587,05FEB2003:09:16:35,1,25,2021.23,2897,1,0
90601,05FEB2003:14:46:59,1,7,252.34,1100,1,0
90729,10FEB2003:22:50:27,2,11,75.36,801,1,0
90742,11FEB2003:08:17:38,1,43,828.71,1701,1,0
90804,12FEB2003:15:38:24,2,60,6615.41,62263,1,0
90808,12FEB2003:16:20:21,4,239,287691.02,3683804,1,0
91126,24FEB2003:09:47:54,1,101,10453.43,250204,1,0
91166,25FEB2003:13:57:33,1,29,4500.79,6224,1,0
91245,27FEB2003:13:43:24,1,26,1458.07,7833,1,0
91324,28FEB2003:15:34:11,2,73,15203.02,8245,1,1
91461,06MAR2003:18:30:36,1,17,114.83,2073,1,0
91491,07MAR2003:14:05:52,1,14,149.38,3112,1,0
91520,10MAR2003:14:13:52,1,41,9555.37,22920,1,0
91562,11MAR2003:12:56:29,1,42,3493.1,55152,1,0
91700,14MAR2003:10:30:07,1,69,10993.52,88647,1,0
91842,19MAR2003:12:30:35,1,10,687.41,1053,1,0
91872,20MAR2003:09:37:42,10,917,6113433.32,146226026,49,0
91878,20MAR2003:12:15:55,1,3,-888.41,0,1,0
91904,20MAR2003:19:22:53,3,84,7973.31,251802,1,0
91926,21MAR2003:11:43:59,2,98,16862.81,49648,1,1
91947,24MAR2003:09:20:54,1,41,792.82,2232,1,0
91997,25MAR2003:17:30:22,2,101,21825.55,193941,1,0
92046,26MAR2003:14:14:38,1,34,1942.37,34739,1,0
92110,28MAR2003:15:18:34,1,23,430.21,3563,1,0
92124,31MAR2003:08:46:38,4,223,73589.64,2388576,4,0
92181,01APR2003:08:22:49,1,26,1128.65,5771,1,0
92263,03APR2003:10:06:06,2,47,2759.49,9399,1,0
92330,05APR2003:16:52:43,1,23,1432.25,20107,7,0
92332,04APR2003:17:29:24,1,28,727.84,14299,1,0
92357,07APR2003:16:15:29,1,9,395.64,547,1,0
92412,09APR2003:08:31:46,4,371,146469.14,4064430,1,0
92546,14APR2003:10:31:35,3,161,99088.1,511640,1,0
92656,16APR2003:14:09:21,1,5,159.87,109,1,1
92760,21APR2003:12:32:11,1,8,337.35,771,1,0
92818,22APR2003:14:54:04,1,41,813.45,5964,1,0
92821,22APR2003:15:38:01,4,221,127968.01,1699635,3,0
92872,24APR2003:07:51:36,1,22,242.15,3045,1,0
92885,24APR2003:13:54:30,1,14,1367.82,1960,1,0
92924,25APR2003:08:44:20,8,862,4642403.75,29563582,8,0
93075,29APR2003:15:00:22,3,215,67177.61,840422,4,0
93311,06MAY2003:17:17:44,4,429,623896.74,5088271,2,0
93323,07MAY2003:08:51:41,1,37,229.82,6435,1,0
93408,09MAY2003:16:22:45,2,91,4547.28,38595,1,0
93437,12MAY2003:15:21:28,1,27,265.78,7293,1,0
93446,12MAY2003:19:55:02,3,44,2871.41,5809,1,0
93487,13MAY2003:16:48:36,1,51,16230.67,61856,1,0
93494,13MAY2003:19:53:31,1,3,65.71,109,1,0
93510,14MAY2003:11:43:21,1,62,13827.34,2870,1,0
93597,16MAY2003:15:27:36,1,18,32.03,937,1,0
93742,22MAY2003:10:41:12,1,23,1234.31,4317,1,0
93743,22MAY2003:10:43:44,1,27,251.84,1229,1,0
93815,24MAY2003:08:11:30,3,116,19869.28,167370,2,0
93946,30MAY2003:10:24:31,1,58,21001.69,50490,2,0
93963,30MAY2003:14:29:09,1,30,5007.18,13939,1,1
94004,02JUN2003:18:44:50,1,82,2506.93,9001,3,0
94008,03JUN2003:07:48:57,1,64,27240.3,185982,1,1
94009,03JUN2003:08:09:46,1,80,1410.2,4517,1,0
94011,03JUN2003:08:30:10,2,63,8157.48,6501,1,0
94128,06JUN2003:07:15:28,2,44,20046.93,594205,1,0
94154,06JUN2003:16:58:49,1,20,2336,8837,1,0
94177,09JUN2003:15:39:17,5,366,446008.68,3471761,3,0
94221,11JUN2003:09:41:48,2,23,763.64,1496,1,0
94272,12JUN2003:12:42:08,4,178,15060.29,117562,1,0
94276,12JUN2003:14:28:21,1,55,6170.31,143586,1,0
94278,12JUN2003:14:39:57,1,23,2792.18,15251,1,1
94327,13JUN2003:13:05:32,1,20,830.83,9767,1,0
94444,17JUN2003:16:33:01,3,135,76925.78,4193939,1,0
94546,18JUN2003:10:53:04,2,19,2363.01,7826,1,0
94554,18JUN2003:11:52:05,1,5,42.61,135,1,1
94569,18JUN2003:13:22:25,1,5,79.59,595,1,0
94667,18JUN2003:16:00:07,3,51,2599.67,7289,1,0
94762,19JUN2003:14:52:54,1,6,299.72,1478,1,0
94868,23JUN2003:21:42:09,2,40,15297.22,60687,1,0
94958,26JUN2003:07:56:58,1,41,1337.75,4337,1,0
94960,26JUN2003:09:11:31,1,4,40.42,42,1,0
95003,26JUN2003:19:35:08,1,32,1286.44,48223,1,0
95041,27JUN2003:16:41:13,1,36,782.08,1790,1,0
95042,27JUN2003:16:51:21,1,42,664.38,5645,1,0
95060,30JUN2003:10:37:40,1,58,27059.81,17639,1,0
95066,30JUN2003:14:29:53,1,57,3366.86,35943,1,0
95158,02JUL2003:12:55:24,1,15,3981.13,5319,1,0
95160,02JUL2003:13:46:34,4,308,281734.98,15737126,1,0
95204,03JUL2003:15:02:57,1,42,1394.29,3008,1,0
95249,08JUL2003:11:47:46,2,36,117800.25,0,1,0
95262,08JUL2003:14:33:12,1,16,2638.88,0,1,1
95324,10JUL2003:07:55:22,4,192,101744.02,2237330,1,0
95463,16JUL2003:02:00:59,2,71,6835.38,84964,2,0
95470,15JUL2003:16:41:32,1,78,13424.85,19482,1,0
95691,24JUL2003:10:48:43,2,151,32199.68,95489,1,0
95700,24JUL2003:13:40:38,1,19,102.54,263,1,0
95719,24JUL2003:18:13:13,1,37,3243.98,36446,2,0
95740,25JUL2003:12:27:46,4,77,10949.26,105896,1,0
95813,29JUL2003:15:46:50,1,41,3128.86,57338,1,0
95827,30JUL2003:10:26:03,2,21,2035.57,0,1,0
95874,30JUL2003:12:01:33,1,17,1139.75,10655,1,0
95885,30JUL2003:13:09:17,1,30,511.8,5781,1,0
95916,30JUL2003:16:01:36,1,21,276.61,2918,2,0
95940,31JUL2003:14:33:50,3,50,52245.53,345226,2,1
96017,05AUG2003:14:02:51,2,90,6374.05,172177,1,0
96090,07AUG2003:14:26:08,2,71,21587.75,35579,1,0
96112,08AUG2003:07:47:57,2,218,86014.32,369126,2,0
96171,12AUG2003:08:17:02,1,61,8794.41,9826,1,0
96204,13AUG2003:08:57:27,2,73,17807,629669,1,0
96296,18AUG2003:09:56:03,4,107,45462.65,448398,1,0
96306,18AUG2003:14:14:58,1,16,458.43,2708,1,0
96365,20AUG2003:09:02:03,1,53,-4142.67,16231,2,0
96436,22AUG2003:09:08:18,4,159,98389.45,1699908,8,0
96552,27AUG2003:07:47:23,2,117,61921.79,138006,1,0
96560,27AUG2003:09:08:28,5,97,0,290181,1,0
96601,28AUG2003:12:33:48,1,38,753.62,2688,1,0
96684,02SEP2003:19:32:19,1,37,3306.57,14012,1,0
96699,03SEP2003:11:55:51,2,79,22253.6,190122,1,0
96851,08SEP2003:14:45:20,1,8,588.37,7362,1,0
96920,10SEP2003:18:47:06,1,11,44.77,850,1,1
97049,15SEP2003:18:15:50,1,49,12189.26,254941,1,1
97081,16SEP2003:13:31:59,1,2,128.26,213,1,0
97083,16SEP2003:14:20:10,4,255,211162.33,4020007,1,0
97105,17SEP2003:08:54:57,1,23,188.07,1306,1,0
97188,18SEP2003:12:56:27,4,315,89342.3,447215,2,0
97224,18SEP2003:15:50:21,2,50,8018.44,159117,1,0
97382,24SEP2003:09:09:00,2,124,13259.36,220629,4,0
97439,26SEP2003:11:51:21,1,84,28394.22,22231,1,1
97656,06OCT2003:14:03:57,3,131,8192.24,49666,1,0
97706,08OCT2003:07:53:45,2,96,35485.22,43577,2,0
97720,08OCT2003:11:02:56,1,10,973.29,992,1,0
97757,09OCT2003:12:07:02,3,102,24578.53,116131,1,0
97758,09OCT2003:12:17:35,1,15,630.93,1159,1,1
97847,13OCT2003:15:21:44,1,3,20.63,5,1,0
97872,14OCT2003:16:04:29,1,12,39.58,343,1,0
97904,15OCT2003:16:59:05,1,13,664.66,7786,1,0
97909,16OCT2003:08:57:16,1,72,-3.53,5207,1,0
97954,17OCT2003:13:47:54,1,16,0,0,1,0
98294,31OCT2003:14:47:40,3,81,9253.01,551990,1,0
98352,04NOV2003:13:43:16,3,153,28138.27,400695,1,0
98520,06NOV2003:23:31:03,5,506,338531.32,9281897,42,0
98543,07NOV2003:14:16:25,4,177,152482.78,2900941,1,1
98564,10NOV2003:09:10:00,4,286,146064.3,3786713,1,0
98578,10NOV2003:14:45:25,1,37,281.02,1082,1,0
98666,12NOV2003:13:38:33,1,56,14851.15,803533,2,0
98699,13NOV2003:13:51:14,1,10,555.27,2419,1,0
98707,13NOV2003:19:00:58,1,3,6.57,0,1,0
98862,20NOV2003:14:57:32,1,30,5119.42,37774,1,0
98863,20NOV2003:14:56:01,1,42,10887.63,22893,1,0
98866,20NOV2003:15:53:46,2,92,95553.08,1809600,13,0
98899,21NOV2003:13:51:41,1,34,2885.4,40718,1,0
98963,25NOV2003:11:06:42,1,6,83.63,169,1,0
98973,25NOV2003:13:09:32,1,65,2142.47,10203,1,0
98981,25NOV2003:14:44:07,4,182,144279.23,1533869,1,0
99256,05DEC2003:18:56:00,1,8,469,687,1,0
99472,15DEC2003:15:44:18,3,232,163665.33,1383899,1,0
99484,16DEC2003:09:19:57,3,202,36747.86,2481438,2,0
99525,17DEC2003:11:19:28,1,35,758,18072,1,0
99604,19DEC2003:15:19:56,1,14,8327.97,29067,1,1
99641,22DEC2003:15:19:35,1,34,4267,44715,4,0
99653,23DEC2003:12:01:10,1,41,591.25,3215,1,0
99663,26DEC2003:11:40:58,1,37,1963.78,14660,1,0
99691,30DEC2003:14:01:53,3,330,119650.18,752359,1,0
99788,07JAN2004:14:26:26,4,106,316654.5,15345890,1,0
99832,08JAN2004:13:12:13,1,13,718.08,6528,1,0
99839,08JAN2004:15:14:50,3,159,39821.98,268506,2,0
99873,09JAN2004:08:52:20,1,60,8332.37,134978,3,0
99874,09JAN2004:10:18:05,4,175,154668.73,1069530,10,0
99898,09JAN2004:15:56:21,1,40,6249.83,5729,1,1
99901,09JAN2004:16:16:29,1,22,640.05,4205,1,0
100178,20JAN2004:11:08:23,1,75,1001.43,28976,2,0
100188,20JAN2004:13:41:41,6,362,311827.97,17008359,9,0
100565,28JAN2004:13:00:04,1,34,3768.34,11500,1,0
100638,29JAN2004:20:02:50,2,27,3170.09,9532,1,1
100820,05FEB2004:08:51:08,4,330,255498.7,5399236,2,0
100851,05FEB2004:14:00:16,3,182,326142.29,5545423,2,0
100859,05FEB2004:15:07:14,1,79,10416.91,54892,1,0
100874,05FEB2004:17:05:09,1,37,180.62,2408,1,0
100915,06FEB2004:14:05:19,1,44,4170.05,41107,1,0
100943,09FEB2004:08:58:17,4,184,97827,3861628,1,0
100991,10FEB2004:09:54:25,2,112,12479.81,87378,1,0
101053,11FEB2004:14:48:40,2,105,16653.93,68990,1,1
101113,13FEB2004:09:53:39,2,12,145.36,482,1,0
101300,20FEB2004:09:23:41,4,178,128673.4,1218037,1,0
101377,24FEB2004:09:39:55,2,15,1499.02,11807,1,0
101411,25FEB2004:08:29:40,2,55,6007.21,45555,1,0
101523,01MAR2004:08:47:00,2,3,27.93,71,1,1
101582,02MAR2004:11:03:34,1,9,365.55,6447,1,1
101728,05MAR2004:12:25:31,4,131,56180.39,214319,1,0
101821,10MAR2004:09:29:44,1,2,20.75,43,1,0
101840,10MAR2004:13:10:35,1,10,0,0,1,0
101858,10MAR2004:17:25:19,5,412,269391.45,4464491,4,0
101875,11MAR2004:13:34:56,1,30,917.06,6006,1,0
101890,11MAR2004:17:23:18,2,307,34449.19,201630,2,0
101988,16MAR2004:15:56:42,2,130,32676.34,466235,49,0
101994,17MAR2004:08:37:49,2,72,10806.29,25381,1,0
102006,17MAR2004:11:21:23,4,201,54835.37,339891,1,0
102025,17MAR2004:18:09:54,1,19,5033.59,148079,1,0
102094,18MAR2004:16:38:23,1,20,7514.11,32644,1,0
102118,19MAR2004:14:36:07,3,86,28628.34,5775,3,0
102154,22MAR2004:15:53:28,1,21,179.19,1194,1,0
102319,29MAR2004:09:13:49,5,640,1525100.78,47158712,2,0
102325,29MAR2004:10:19:18,1,67,20509.31,61119,1,0
102350,29MAR2004:15:12:59,1,4,12.9,389,1,0
102386,30MAR2004:16:51:18,1,1,25000,0,1,0
102419,31MAR2004:15:57:58,1,19,5636.46,155757,1,0
102617,08APR2004:10:22:30,4,144,86542.25,37493,1,0
102634,08APR2004:14:23:36,2,279,300125.33,614945,2,0
102735,13APR2004:16:42:19,3,59,4237.61,221396,1,0
102817,16APR2004:13:37:28,2,126,22045.42,170483,1,0
102888,20APR2004:14:36:12,2,50,16237.73,43067,1,0
103061,23APR2004:16:04:42,4,681,2200561.87,92660607,3,0
103090,26APR2004:15:48:11,1,54,849.41,85609,21,0
103197,30APR2004:07:11:55,3,99,47042.23,47896,2,0
103284,04MAY2004:09:02:49,1,34,10222.78,0,1,0
103339,06MAY2004:09:33:13,1,23,351.49,2841,1,0
103377,07MAY2004:12:12:41,1,56,6529.09,14100,1,1
103406,10MAY2004:12:37:09,1,22,10379.38,24486,1,0
103416,10MAY2004:16:14:15,1,146,52665.31,840080,1,0
103517,13MAY2004:16:21:24,1,16,286.56,0,1,1
103569,18MAY2004:08:25:03,1,23,384.32,3595,1,0
103591,18MAY2004:16:53:35,1,36,13345.14,291856,1,0
103615,19MAY2004:15:17:55,1,80,39413.05,136364,1,0
103653,20MAY2004:15:37:56,1,17,72.42,0,1,0
103656,20MAY2004:16:21:39,1,13,939.83,2517,1,0
103674,21MAY2004:12:52:06,2,49,1614.92,5411,1,1
103702,05MAY1995:12:00:00,1,6,12.35,17,1,0
103732,06JAN1998:12:00:00,2,187,43603.94,45000,1,0
103808,08MAR1999:12:00:00,2,5,0,3,1,0
103826,22APR1999:12:00:00,1,17,108.63,0,2,0
103831,12MAY1999:12:00:00,1,19,9049.41,17634,1,0
103837,16JUN1999:12:00:00,1,2,2.87,2,1,0
103864,04OCT1999:08:51:21,1,17,70.29,0,2,0
103866,05OCT1999:04:24:47,1,2,3.58,2,1,0
103881,22OCT1999:09:44:38,2,5,5.35,9,1,0
103911,11NOV1999:10:06:55,1,38,43611.85,143207,1,1
103914,17NOV1999:10:01:17,1,56,1750.96,9896,1,0
103915,19NOV1999:02:28:58,1,4,20.06,55,1,0
103959,04APR2000:05:24:22,1,12,52.43,463,1,0
104009,02OCT2000:04:00:32,2,28,1106.44,1986,1,0
104022,18OCT2000:03:09:47,2,43,1972.95,12227,1,0
104025,27OCT2000:11:27:09,1,2,4.01,5,1,0
104034,10NOV2000:10:14:49,2,95,6618.37,16149,1,0
104037,17NOV2000:12:20:11,1,39,4966.37,11908,1,0
104048,15DEC2000:01:56:08,1,16,826.43,2959,1,0
104066,19JAN2001:09:42:21,1,2,3.09,4,1,0
104072,02FEB2001:10:21:37,1,2,42.89,133,1,0
104080,16FEB2001:04:05:42,3,28,5930.99,40040,1,1
104096,07MAR2001:03:55:25,2,72,7298.86,16404,1,0
104110,02APR2001:11:48:05,1,2,3.01,1,1,0
104155,11JUN2001:12:38:16,1,20,1008.23,2649,1,0
104167,18JUL2001:04:54:23,1,2,2.98,3,1,0
104184,17AUG2001:10:57:15,1,71,32756.87,79346,2,0
104190,24AUG2001:08:13:00,1,34,501.13,3127,1,0
104193,27AUG2001:04:48:52,1,17,36.21,0,1,0
104205,12SEP2001:12:12:23,2,25,4759.14,18964,1,0
104252,29OCT2001:11:12:06,1,21,1828.91,4771,1,0
104255,31OCT2001:10:27:30,1,6,0,5,1,1
104276,27NOV2001:04:21:37,1,17,33.83,0,1,0
104300,03JAN2002:08:33:14,2,42,9464.38,30099,1,0
104301,03JAN2002:10:38:39,1,58,4974.97,15534,1,0
104311,16JAN2002:03:07:23,1,72,11568.69,70164,4,0
104315,18JAN2002:04:05:05,1,3,5.35,10,1,0
104331,06FEB2002:06:08:23,2,133,57468.02,152937,1,0
104346,21FEB2002:02:10:13,1,19,614.23,10,1,0
104351,27FEB2002:11:03:52,1,18,848.96,2938,1,0
104362,13MAR2002:05:32:50,2,54,28400.93,77012,1,0
104382,04APR2002:12:49:44,2,18,835.74,2472,1,0
104394,16APR2002:04:31:24,1,2,258.42,717,1,0
104423,06JUN2002:04:16:37,2,136,35586.74,27408,1,0
104426,10JUN2002:03:03:50,1,42,22709.41,139262,2,0
104440,25JUN2002:02:18:20,1,17,14.79,61,1,0
104442,26JUN2002:11:41:45,1,60,5267.5,28340,1,0
104463,08AUG2002:05:50:07,1,13,186.85,596,1,1
104464,12AUG2002:01:03:42,1,2,5.35,1,1,0
104471,27AUG2002:04:36:47,1,30,718.44,1172,1,0
104495,01OCT2002:02:23:43,1,3,365.24,2420,1,0
104515,06NOV2002:12:30:57,1,55,15873.26,27209,1,0
104543,19DEC2002:10:41:16,1,2,53.47,462,1,0
104599,27MAR2003:04:18:56,1,28,781.09,1940,1,0
104633,07MAY2003:04:54:56,1,13,1108.27,2876,1,0
104650,27MAY2003:12:21:01,1,38,5798.87,13638,1,0
104760,09OCT2003:12:03:33,1,20,1812.15,4612,1,0
104961,25MAY2004:09:47:58,1,35,856.62,4810,1,0
104969,25MAY2004:12:20:24,1,30,196.8,6739,1,0
104983,25MAY2004:16:10:40,5,348,344744.73,7710643,1,0
104998,26MAY2004:09:32:05,1,22,13820.79,48773,1,0
