Age,MaritalStatus,Occupation,Race,Sex,WeeklyHours,Income
59, Married-civ-spouse, Transport-moving, White, Male,45, <=50K
45, Divorced, Prof-specialty, White, Female,40, <=50K
38, Married-civ-spouse, Sales, White, Male,60, >50K
40, Never-married, Other-service, White, Female,35, <=50K
46, Divorced, Adm-clerical, White, Male,40, <=50K
35, Never-married, Exec-managerial, White, Female,60, <=50K
34, Divorced, Prof-specialty, White, Female,25, <=50K
33, Never-married, Craft-repair, White, Male,20, <=50K
41, Divorced, Adm-clerical, White, Female,36, <=50K
20, Never-married, Machine-op-inspct, White, Male,40, <=50K
23, Never-married, Other-service, White, Male,40, <=50K
26, Never-married, Prof-specialty, White, Female,35, <=50K
72, Married-civ-spouse, ?, White, Male,20, <=50K
23, Never-married, Farming-fishing, White, Male,40, <=50K
62, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
52, Married-civ-spouse, Adm-clerical, White, Male,40, <=50K
58, Divorced, Other-service, White, Female,42, <=50K
25, Never-married, Sales, White, Female,40, <=50K
24, Never-married, Exec-managerial, Black, Male,40, <=50K
19, Never-married, Protective-serv, White, Male,8, <=50K
43, Married-civ-spouse, Exec-managerial, White, Male,40, <=50K
47, Separated, Adm-clerical, Black, Female,40, <=50K
39, Divorced, Other-service, White, Female,40, <=50K
49, Married-spouse-absent, Handlers-cleaners, White, Male,42, <=50K
53, Widowed, ?, Black, Female,30, <=50K
32, Never-married, Craft-repair, White, Male,45, <=50K
34, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
28, Divorced, Craft-repair, White, Male,45, <=50K
57, Widowed, ?, White, Female,38, <=50K
25, Never-married, Adm-clerical, Amer-Indian-Eskimo, Female,20, <=50K
20, Never-married, ?, White, Male,24, <=50K
21, Never-married, ?, White, Female,35, <=50K
34, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
38, Married-civ-spouse, Exec-managerial, White, Male,80, >50K
50, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
24, Divorced, Handlers-cleaners, Black, Male,50, <=50K
37, Married-civ-spouse, Tech-support, White, Male,45, >50K
44, Divorced, Machine-op-inspct, White, Male,58, >50K
28, Married-civ-spouse, Sales, White, Female,40, <=50K
42, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
74, Divorced, Adm-clerical, White, Female,9, <=50K
38, Married-civ-spouse, Craft-repair, White, Male,50, <=50K
44, Married-civ-spouse, Prof-specialty, White, Male,40, <=50K
44, Divorced, Machine-op-inspct, Other, Female,46, <=50K
26, Never-married, Machine-op-inspct, White, Male,40, <=50K
36, Married-civ-spouse, Other-service, Black, Male,40, <=50K
41, Married-civ-spouse, Exec-managerial, White, Female,50, >50K
67, Married-civ-spouse, Prof-specialty, White, Male,48, >50K
39, Married-civ-spouse, Tech-support, White, Male,50, <=50K
57, Widowed, Priv-house-serv, Black, Female,30, <=50K
29, Separated, Craft-repair, White, Male,40, <=50K
31, Never-married, Farming-fishing, White, Female,45, <=50K
34, Never-married, ?, Black, Female,40, <=50K
44, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
29, Never-married, Prof-specialty, White, Male,40, <=50K
30, Never-married, Handlers-cleaners, White, Female,40, <=50K
27, Never-married, Transport-moving, White, Male,40, <=50K
27, Married-civ-spouse, Sales, White, Male,50, <=50K
32, Never-married, Handlers-cleaners, White, Female,45, <=50K
58, Married-civ-spouse, Other-service, White, Female,8, <=50K
35, Married-civ-spouse, Protective-serv, White, Male,40, <=50K
21, Never-married, Handlers-cleaners, White, Male,36, <=50K
28, Never-married, Craft-repair, White, Male,40, <=50K
46, Divorced, Exec-managerial, White, Male,50, <=50K
36, Separated, Other-service, White, Female,40, <=50K
72, Widowed, Adm-clerical, White, Female,40, <=50K
35, Married-civ-spouse, Machine-op-inspct, Black, Female,40, <=50K
33, Divorced, Craft-repair, Black, Female,40, >50K
69, Never-married, Machine-op-inspct, White, Female,40, <=50K
35, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
31, Separated, Adm-clerical, White, Female,20, <=50K
34, Married-civ-spouse, Tech-support, White, Female,32, <=50K
30, Married-civ-spouse, Other-service, White, Male,40, <=50K
28, Never-married, Transport-moving, White, Male,55, <=50K
54, Married-civ-spouse, Sales, White, Male,35, >50K
47, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
24, Never-married, Handlers-cleaners, Black, Female,40, <=50K
52, Married-civ-spouse, Prof-specialty, White, Male,60, >50K
20, Never-married, Handlers-cleaners, Amer-Indian-Eskimo, Male,48, <=50K
43, Married-civ-spouse, Exec-managerial, White, Male,45, <=50K
45, Separated, Other-service, White, Female,40, <=50K
29, Separated, Craft-repair, White, Male,35, <=50K
47, Divorced, Exec-managerial, White, Male,42, <=50K
24, Never-married, Craft-repair, White, Male,40, <=50K
51, Married-civ-spouse, Prof-specialty, White, Male,40, <=50K
17, Never-married, Sales, White, Male,12, <=50K
37, Married-civ-spouse, Craft-repair, White, Male,40, >50K
27, Never-married, Prof-specialty, White, Female,70, <=50K
29, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
18, Never-married, ?, White, Male,25, <=50K
36, Divorced, Sales, White, Female,35, <=50K
58, Never-married, Prof-specialty, White, Female,40, <=50K
26, Married-civ-spouse, Craft-repair, White, Male,45, <=50K
65, Married-civ-spouse, ?, White, Male,30, >50K
57, Married-civ-spouse, Sales, White, Male,40, >50K
59, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
27, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
31, Never-married, Tech-support, White, Male,40, <=50K
21, Never-married, Sales, White, Female,24, <=50K
29, Never-married, Adm-clerical, White, Male,60, <=50K
18, Never-married, Other-service, White, Male,40, <=50K
52, Married-civ-spouse, Craft-repair, White, Male,47, >50K
57, Divorced, Prof-specialty, White, Male,80, <=50K
42, Married-civ-spouse, ?, White, Male,40, <=50K
55, Married-civ-spouse, ?, Asian-Pac-Islander, Female,40, <=50K
60, Never-married, Transport-moving, White, Male,48, >50K
31, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
23, Never-married, Adm-clerical, White, Female,40, <=50K
27, Never-married, Sales, White, Male,40, <=50K
23, Never-married, ?, Amer-Indian-Eskimo, Female,25, <=50K
42, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
25, Never-married, Tech-support, White, Male,40, <=50K
49, Never-married, Prof-specialty, White, Female,45, <=50K
32, Never-married, Tech-support, White, Male,40, <=50K
19, Never-married, Adm-clerical, White, Male,28, <=50K
60, Divorced, Other-service, White, Female,40, <=50K
42, Married-civ-spouse, Other-service, White, Male,40, <=50K
35, Never-married, Farming-fishing, White, Male,40, <=50K
48, Never-married, Adm-clerical, Black, Female,37, <=50K
51, Married-civ-spouse, Craft-repair, White, Male,40, >50K
29, Never-married, Craft-repair, Amer-Indian-Eskimo, Male,40, <=50K
36, Separated, Exec-managerial, Black, Male,40, <=50K
17, Never-married, Other-service, White, Female,21, <=50K
52, Divorced, Prof-specialty, White, Female,60, <=50K
24, Never-married, Craft-repair, White, Male,40, <=50K
24, Married-civ-spouse, Handlers-cleaners, White, Male,50, <=50K
26, Never-married, Prof-specialty, White, Male,40, <=50K
27, Never-married, Other-service, White, Female,20, <=50K
39, Never-married, Handlers-cleaners, White, Male,60, <=50K
30, Married-civ-spouse, Transport-moving, Black, Male,45, <=50K
50, Married-civ-spouse, Exec-managerial, White, Male,32, <=50K
52, Married-civ-spouse, Sales, White, Male,55, <=50K
46, Married-civ-spouse, Prof-specialty, White, Male,45, >50K
23, Never-married, Sales, White, Female,20, <=50K
45, Widowed, Other-service, Black, Female,20, <=50K
65, Widowed, Priv-house-serv, Black, Female,24, <=50K
29, Married-civ-spouse, Transport-moving, White, Male,55, <=50K
47, Married-spouse-absent, Handlers-cleaners, White, Male,40, <=50K
30, Never-married, Farming-fishing, Black, Male,60, <=50K
34, Married-civ-spouse, Sales, White, Male,45, >50K
38, Married-civ-spouse, Sales, White, Male,64, <=50K
33, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
49, Married-civ-spouse, Sales, White, Male,26, >50K
47, Never-married, Other-service, Black, Female,40, <=50K
49, Separated, Other-service, Black, Female,40, <=50K
43, Married-civ-spouse, Craft-repair, White, Male,60, >50K
30, Married-civ-spouse, Adm-clerical, Black, Female,40, >50K
58, Married-civ-spouse, Craft-repair, White, Male,60, <=50K
19, Never-married, Other-service, White, Female,14, <=50K
21, Never-married, Handlers-cleaners, White, Male,40, <=50K
33, Married-civ-spouse, Exec-managerial, White, Male,60, >50K
47, Married-civ-spouse, Transport-moving, White, Male,50, <=50K
52, Married-civ-spouse, Prof-specialty, White, Male,60, >50K
26, Divorced, Craft-repair, White, Male,55, <=50K
60, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
21, Never-married, Handlers-cleaners, White, Male,40, <=50K
36, Married-civ-spouse, Sales, White, Male,50, >50K
31, Married-civ-spouse, Craft-repair, White, Male,45, <=50K
50, Separated, Prof-specialty, White, Male,40, >50K
31, Divorced, Adm-clerical, White, Female,40, <=50K
71, Married-civ-spouse, Craft-repair, White, Male,15, <=50K
58, Married-civ-spouse, ?, White, Male,50, <=50K
30, Married-civ-spouse, Tech-support, White, Male,40, >50K
20, Never-married, Other-service, White, Male,20, <=50K
24, Never-married, Exec-managerial, White, Male,50, <=50K
35, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, >50K
38, Separated, Exec-managerial, White, Female,45, <=50K
27, Never-married, Machine-op-inspct, White, Female,32, <=50K
29, Never-married, Adm-clerical, Asian-Pac-Islander, Female,40, <=50K
70, Widowed, ?, White, Female,15, <=50K
34, Married-civ-spouse, Craft-repair, White, Male,45, <=50K
44, Married-civ-spouse, Craft-repair, White, Male,35, <=50K
43, Married-civ-spouse, Machine-op-inspct, White, Male,40, >50K
44, Married-civ-spouse, Handlers-cleaners, Black, Male,40, >50K
35, Never-married, Sales, White, Male,60, <=50K
27, Never-married, Prof-specialty, White, Male,40, <=50K
43, Never-married, Prof-specialty, White, Male,38, <=50K
20, Never-married, Sales, White, Female,25, <=50K
42, Divorced, Prof-specialty, White, Female,40, >50K
27, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
42, Married-civ-spouse, Craft-repair, Black, Male,40, >50K
20, Married-spouse-absent, ?, Asian-Pac-Islander, Female,40, <=50K
24, Never-married, Machine-op-inspct, White, Male,40, <=50K
48, Divorced, Exec-managerial, White, Male,40, <=50K
17, Never-married, ?, White, Female,20, <=50K
17, Never-married, Farming-fishing, White, Male,10, <=50K
33, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
50, Married-civ-spouse, Sales, White, Male,50, >50K
22, Never-married, Sales, White, Female,40, <=50K
17, Never-married, Other-service, White, Male,16, <=50K
32, Married-civ-spouse, Adm-clerical, White, Male,40, <=50K
31, Never-married, Craft-repair, White, Male,45, <=50K
58, Widowed, Exec-managerial, White, Male,50, <=50K
29, Never-married, Protective-serv, White, Male,48, <=50K
37, Married-civ-spouse, Craft-repair, White, Male,40, >50K
34, Married-civ-spouse, Craft-repair, White, Male,40, >50K
23, Separated, Exec-managerial, Black, Male,40, <=50K
18, Never-married, Adm-clerical, White, Female,5, <=50K
34, Divorced, Exec-managerial, White, Female,40, <=50K
66, Never-married, ?, White, Male,4, <=50K
45, Married-civ-spouse, Prof-specialty, White, Female,55, <=50K
41, Never-married, Exec-managerial, White, Male,35, <=50K
26, Never-married, Other-service, White, Male,30, <=50K
54, Married-civ-spouse, Farming-fishing, White, Male,40, <=50K
24, Never-married, Machine-op-inspct, Black, Female,45, <=50K
42, Married-civ-spouse, Prof-specialty, White, Male,50, <=50K
20, Never-married, Prof-specialty, White, Male,20, <=50K
23, Never-married, Tech-support, White, Female,20, <=50K
25, Never-married, ?, White, Male,45, <=50K
35, Never-married, Prof-specialty, White, Male,60, >50K
31, Married-civ-spouse, Tech-support, White, Male,40, >50K
30, Never-married, Prof-specialty, White, Female,40, <=50K
19, Never-married, Sales, White, Female,20, <=50K
36, Never-married, Prof-specialty, White, Male,50, <=50K
31, Widowed, Sales, White, Female,40, <=50K
21, Never-married, Handlers-cleaners, White, Male,30, <=50K
31, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
46, Divorced, Prof-specialty, White, Female,65, >50K
44, Divorced, Exec-managerial, White, Female,50, >50K
40, Married-civ-spouse, Other-service, Black, Male,40, <=50K
45, Never-married, Sales, Black, Male,40, <=50K
60, Married-civ-spouse, Craft-repair, White, Male,35, <=50K
18, Never-married, Other-service, White, Male,25, <=50K
28, Married-civ-spouse, Prof-specialty, White, Male,40, <=50K
36, Divorced, Adm-clerical, Black, Female,40, <=50K
36, Separated, Prof-specialty, White, Male,40, <=50K
40, Married-civ-spouse, Tech-support, White, Male,40, <=50K
36, Divorced, Adm-clerical, White, Female,35, <=50K
31, Separated, Other-service, Black, Female,40, <=50K
33, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
19, Never-married, Tech-support, White, Female,40, <=50K
22, Never-married, Sales, White, Female,15, <=50K
34, Married-civ-spouse, Exec-managerial, White, Male,45, >50K
33, Never-married, Other-service, White, Male,40, <=50K
41, Married-civ-spouse, Craft-repair, White, Male,60, <=50K
29, Never-married, Prof-specialty, White, Male,40, <=50K
50, Married-civ-spouse, Exec-managerial, White, Male,42, >50K
42, Married-civ-spouse, Exec-managerial, White, Male,45, >50K
43, Never-married, Prof-specialty, White, Male,40, >50K
44, Married-civ-spouse, Sales, White, Female,40, <=50K
20, Never-married, Other-service, White, Female,20, <=50K
31, Married-civ-spouse, Other-service, White, Male,40, <=50K
65, Married-civ-spouse, Exec-managerial, White, Male,59, >50K
23, Never-married, Other-service, White, Female,24, <=50K
55, Divorced, Adm-clerical, Asian-Pac-Islander, Female,40, <=50K
26, Married-civ-spouse, Adm-clerical, White, Male,45, <=50K
25, Never-married, Other-service, White, Female,15, <=50K
45, Married-civ-spouse, ?, Black, Female,40, <=50K
35, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
36, Never-married, Sales, Black, Female,36, <=50K
43, Married-civ-spouse, Prof-specialty, White, Male,50, <=50K
56, Widowed, Other-service, Black, Female,20, <=50K
42, Married-civ-spouse, Tech-support, White, Male,40, >50K
19, Never-married, Other-service, White, Female,25, <=50K
55, Married-civ-spouse, Transport-moving, White, Male,72, <=50K
42, Never-married, Exec-managerial, White, Female,50, >50K
26, Never-married, Tech-support, White, Male,40, <=50K
17, Never-married, Handlers-cleaners, White, Male,20, <=50K
42, Married-civ-spouse, Prof-specialty, White, Female,40, >50K
55, Married-civ-spouse, Transport-moving, White, Male,40, >50K
32, Never-married, Adm-clerical, Black, Female,40, <=50K
29, Never-married, Craft-repair, Black, Male,40, <=50K
46, Married-civ-spouse, Prof-specialty, White, Male,37, <=50K
29, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
22, Never-married, Prof-specialty, White, Male,20, <=50K
58, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
23, Never-married, Transport-moving, White, Male,50, <=50K
39, Never-married, Handlers-cleaners, White, Male,40, <=50K
27, Never-married, Craft-repair, White, Male,38, <=50K
54, Married-civ-spouse, Transport-moving, White, Male,40, >50K
33, Never-married, Prof-specialty, White, Female,45, <=50K
46, Married-civ-spouse, Adm-clerical, White, Female,40, >50K
37, Never-married, Farming-fishing, Black, Male,40, <=50K
36, Never-married, Other-service, White, Female,18, <=50K
59, Married-civ-spouse, Adm-clerical, White, Female,38, >50K
34, Divorced, Protective-serv, White, Male,40, <=50K
53, Married-civ-spouse, Exec-managerial, White, Male,70, >50K
51, Never-married, Sales, White, Male,55, >50K
32, Separated, Other-service, White, Female,42, <=50K
31, Married-spouse-absent, Other-service, White, Male,40, <=50K
22, Married-civ-spouse, Sales, White, Female,30, <=50K
47, Divorced, Sales, White, Female,50, <=50K
32, Never-married, Machine-op-inspct, White, Male,40, <=50K
26, Never-married, Farming-fishing, White, Female,38, <=50K
37, Separated, Farming-fishing, White, Male,32, <=50K
31, Divorced, Craft-repair, White, Male,55, <=50K
37, Married-civ-spouse, Tech-support, White, Female,24, >50K
55, Never-married, Sales, White, Male,38, <=50K
23, Divorced, Tech-support, White, Male,56, <=50K
36, Divorced, Adm-clerical, White, Female,40, <=50K
34, Married-civ-spouse, Prof-specialty, White, Male,40, <=50K
43, Married-civ-spouse, Sales, White, Male,50, >50K
54, Never-married, Tech-support, White, Male,40, <=50K
43, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
28, Never-married, Machine-op-inspct, White, Female,42, <=50K
40, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
